r_def,cd_a,cve_ent,con,upm,d_sem,n_pro_viv,v_sel,n_hog,h_mud,n_ent,per,n_ren,eda,n_inf,p1,p1a1,p1a2,p1a3,p1b,p1c,p1d,p1e,p2_1,p2_2,p2_3,p2_4,p2_9,p2a_dia,p2a_sem,p2a_mes,p2a_anio,p2b_dia,p2b_sem,p2b_mes,p2b_anio,p2b,p2c,p2d1,p2d2,p2d3,p2d4,p2d5,p2d6,p2d7,p2d8,p2d9,p2d10,p2d11,p2d99,p2e,p2f,p2g1,p2g2,p2h1,p2h2,p2h3,p2h4,p2h9,p2i,p2j,p2k_anio,p2k_mes,p2k,p3,p3a,p3b,p3c1,p3c2,p3c3,p3c4,p3c9,p3d,p3e,p3f1,p3f2,p3g1_1,p3g1_2,p3g2_1,p3g2_2,p3g3_1,p3g3_2,p3g4_1,p3g4_2,p3g9,p3g_tot,p3h,p3i,p3j1,p3j2,p3k1,p3k2,p3k3,p3k4,p3k5,p3k9,p3l,p4,p4_1,p4_2,p4_3,p4a,p4a_1,p4b,p4c,p4d1,p4d2,p4d3,p4e,p4f,p4g,p4h,p4i,p4i_1,p5,p5a,p5b_hlu,p5b_mlu,p5b_hma,p5b_mma,p5b_hmi,p5b_mmi,p5b_hju,p5b_mju,p5b_hvi,p5b_mvi,p5b_hsa,p5b_msa,p5b_hdo,p5b_mdo,p5b_thrs,p5b_tdia,p5c,p5d1,p5d_hlu,p5d_mlu,p5d_hma,p5d_mma,p5d_hmi,p5d_mmi,p5d_hju,p5d_mju,p5d_hvi,p5d_mvi,p5d_hsa,p5d_msa,p5d_hdo,p5d_mdo,p5d_thrs,p5d_tdia,p5e,p5f1,p5f2,p5f3,p5f4,p5f5,p5f6,p5f7,p5f8,p5f9,p5f10,p5f11,p5f12,p5f13,p5f14,p5f15,p5f99,ur,tipo,mes_cal,fac_tri,fac_men,cve_mun,cvegeo
00,03,19,40241,1903955,212,0075,02,1,0,2,425,02,60,04,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2511,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2, , , , ,08,1, , ,2,5614,1,4,2, , ,3, ,, ,1,3,3,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,291,895,021,19021
00,03,19,40241,1903955,212,0075,02,1,0,2,425,05,30,05,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2511,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2, , , , ,10,1, , ,2,3210,1,4,2, , ,3, ,, ,1,3,3,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,291,895,021,19021
00,03,19,40241,1903955,212,0009,04,1,0,2,425,01,65,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2642,2,1, , ,3, , ,1,1,1,,1,001, ,, ,, ,, ,001, , , , , , , , , , ,,1, , , ,2382,1,4,1, , , ,3,,3, , , ,3, ,08,00,08,00,08,00,08,00,08,00,05,00,00,00,045,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,291,895,021,19021
00,03,19,40241,1903955,212,0028,05,1,0,2,425,03,15,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,2,12,291,895,021,19021
00,03,19,40262,1912265,207,0082,03,1,0,2,425,01,64,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,1,2,,1, , , , ,2, ,2023,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,565,1902,046,19046
00,03,19,40262,1912265,207,0082,03,1,0,2,425,03,20,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2332,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , , , , ,4, , ,03,1,1,3, ,6112,1,2, ,1,3,3, ,, , , , ,3, ,00,00,05,30,05,30,05,30,05,30,00,00,00,00,022,4,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,15,,1,1,11,565,1902,046,19046
00,03,19,40268,1913541,211,0123,05,1,0,2,425,01,76,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,3, ,,1, , , , ,4, ,2013,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,2,12,273,840,048,19048
00,03,19,40281,1904594,213,0130,03,1,0,2,425,01,61,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9621,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,09,1,2,2, ,6132,1,2, ,2,2,3, ,, , , , ,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,867,2771,021,19021
00,03,19,40281,1904594,213,0130,03,1,0,2,425,02,59,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4211,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,02,1, , ,1,4641,1,4,2, , ,3, ,, ,1,4,1,3, ,08,00,08,00,08,00,08,00,08,00,00,00,08,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,867,2771,021,19021
00,03,19,40281,1904594,213,0130,03,1,0,2,425,03,26,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,1211,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,02,1, , ,2,4631,2,4,2, , ,3, ,, ,1,1,3,3, ,09,00,09,00,00,00,09,00,09,00,09,00,09,00,054,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,867,2771,021,19021
00,03,19,40262,1912265,207,0082,03,1,0,2,425,02,63,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,1,2,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,565,1902,046,19046
00,03,19,40297,1910472,206,0143,05,1,0,2,425,02,52,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2261,2,1, , ,3, , ,1,1,1,, ,, ,, ,, ,,9,, , , , , , , , , , ,,2, , , ,2361,1,4,1, , , ,4,08,1, , , ,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,2,11,345,1105,039,19039
00,03,19,40297,1910472,206,0143,05,1,0,2,425,03,48,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4111,2,1, , ,3, , ,1,1,1,, ,, ,, ,, ,,9,, , , , , , , , , , ,,1, , , ,4611,1,4,1, , , ,3,,1, , , ,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,2,11,345,1105,039,19039
00,03,19,40297,1910472,206,0143,05,1,0,2,425,04,25,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,1315,2,1, , ,3, , ,1,1,1,, ,, ,, ,, ,,9,, , , , , , , , , , ,,2, , , ,2381,1,4,1, , , ,4,08,1, , , ,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,2,11,345,1105,039,19039
00,03,19,40297,1910472,206,0143,05,1,0,2,425,05,19,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,2,11,345,1105,039,19039
00,03,19,40301,1912341,207,0081,03,1,0,2,425,01,35,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2111,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,09,1, , ,2,5411,1,4,2, , ,3, ,, ,1,1,3,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,701,2243,046,19046
00,03,19,40301,1912341,207,0081,03,1,0,2,425,02,36,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2335,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,1,1, , , ,4, , ,06,1,1,3, ,6112,1,2, ,1,3,2, ,, , , , ,3, ,04,00,04,00,04,00,04,00,04,00,00,00,00,00,020,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,13,,,,1,1,11,701,2243,046,19046
00,03,19,40303,1912591,209,0041,05,1,0,2,425,01,32,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,1421,2,1, ,2,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,1, , , ,7114,2,4,1, , , ,3,,4, , , ,3, ,10,00,10,00,10,00,10,00,10,00,10,00,10,00,070,7,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,692,2211,046,19046
00,03,19,40303,1912591,209,0041,05,1,0,2,425,02,26,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,5212,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,8121,1,4,1, , , ,4,08,4, , , ,3, ,04,00,04,00,04,00,04,00,04,00,04,00,00,00,024,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,692,2211,046,19046
00,03,19,40306,1909733,212,0076,03,1,0,2,425,01,40,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2111,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2, , , , ,09,1,1,3, ,6222,1,2, ,1,3,2, ,, , , , ,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,342,1094,039,19039
00,03,19,40306,1909733,212,0076,03,1,0,2,425,02,64,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,5211,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,1, , , ,8121,1,4,1, , , ,3,,2, , , ,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,342,1094,039,19039
00,03,19,40310,1906792,206,0082,02,1,0,2,425,01,34,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4201,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1, , , , , ,08,1, , ,2,2211,1,4,2, , ,3, ,, ,1,3,3,3, ,10,00,10,00,10,00,10,00,10,00,06,00,00,00,056,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,401,502,026,19026
00,03,19,40310,1906792,206,0082,02,1,0,2,425,02,31,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,,1, , , , ,2, ,2023,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,401,502,026,19026
00,03,19,40313,1900732,106,0010,51,1,0,3,425,01,83,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,1,1,12,1, , , , ,4, ,2005,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,682,2133,006,19006
00,03,19,40313,1900732,106,0010,51,1,0,3,425,02,76,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,3, ,, ,2, , , ,3, ,2005,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,682,2133,006,19006
00,03,19,40313,1900732,106,0084,54,1,0,3,425,01,69,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,3, ,,1, , , , ,4, ,2020,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,682,2133,006,19006
00,03,19,40313,1900732,106,0084,54,1,0,3,425,02,67,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4111,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,1, , , ,4651,1,4,1, , , ,4,08,1, , , ,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,682,2133,006,19006
00,03,19,40319,1904762,108,0025,51,1,0,3,425,01,45,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,1,1,11,1, , , , ,1,1,2005,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,11,995,3109,021,19021
00,03,19,40319,1904762,108,0025,51,1,0,3,425,02,22,01,2, , ,3,1,06,1, , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,3113,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,1,3,1,2,3, , , ,04,1, , ,2,4611,1,4,2, , ,3, ,, ,1,3,3,2, ,,,,,,,,,,,,,,,, , ,1,08,00,08,00,08,00,08,00,08,00,05,00,00,00,045,6,,,,,,,,,,,,,,,14,,,1,1,11,995,3109,021,19021
00,03,19,40319,1904762,108,0025,51,1,0,3,425,03,24,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,5211,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,8121,1,4,1, , , ,4,06,4, , , ,3, ,00,00,00,00,06,00,06,00,06,00,06,00,00,00,024,4,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,995,3109,021,19021
00,03,19,40319,1904762,108,0025,51,1,0,3,425,06,57,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4111,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,4661,1,4,1, , , ,4,09,4, , , ,3, ,00,00,06,00,06,00,00,00,06,00,06,00,06,00,030,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,995,3109,021,19021
00,03,19,40319,1904762,108,0025,51,1,0,3,425,07,52,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2644,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,8112,1,4,1, , , ,4,06,4, , , ,3, ,05,00,00,00,00,00,00,00,00,00,00,00,00,00,005,1,2,2,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,995,3109,021,19021
00,03,19,40319,1904762,108,0231,55,1,1,3,425,01,34,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2241,2,1, , ,3, , ,1,1,1,,1,002, ,, ,, ,, ,002, , , , , , , , , , ,,2, , , ,2381,1,4,1, , , ,4,08,4, , , ,3, ,10,00,10,00,10,00,10,00,10,00,10,00,00,00,060,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,995,3109,021,19021
00,03,19,40319,1904762,108,0231,55,1,1,3,425,02,33,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4111,2,1, , ,3, , ,1,1,1,,1,002, ,, ,, ,, ,002, , , , , , , , , , ,,1, , , ,4631,1,4,1, , , ,3,,3, , , ,3, ,06,00,06,00,06,00,06,00,06,00,06,00,00,00,036,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,995,3109,021,19021
00,03,19,40328,1907601,111,0007,51,1,0,3,425,01,55,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9521,2,1, , ,3, , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,4612,1,4,1, , , ,4,02,4, , , ,3, ,03,00,00,00,03,00,00,00,03,00,00,00,00,00,009,3,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,560,1840,031,19031
00,03,19,40328,1907601,111,0007,51,1,0,3,425,02,25,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,5, , ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,560,1840,031,19031
00,03,19,40328,1907601,111,0066,53,1,0,3,425,02,42,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,1,1,12,1, , , , ,2, ,2022,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,560,1840,031,19031
00,03,19,40328,1907601,111,0066,53,1,0,3,425,03,19,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,6,1,1,12, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,560,1840,031,19031
00,03,19,40329,1907729,101,0032,51,1,0,3,425,01,26,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,8123,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,09,1, , ,2,3320,2,4,2, , ,3, ,, ,1,2,3,3, ,08,00,08,00,08,00,08,00,08,00,05,00,00,00,045,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,99,623,0,031,19031
00,03,19,40329,1907729,101,0032,51,1,0,3,425,02,28,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,4,1,1,09,1, , , , ,2, ,2021,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,99,623,0,031,19031
00,03,19,40330,1907900,102,0207,55,1,0,3,425,01,47,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9661,2,1, ,2, , , ,2, , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,,2, , , ,5621,1,4,1, , , ,4,02,4, , , ,3, ,06,08,06,00,06,00,06,00,06,00,06,00,00,00,036,6,2,2,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,10,832,2584,031,19031
00,03,19,40330,1907900,102,0207,55,1,0,3,425,02,17,01,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,4211,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , , , , , ,5, ,02,1, , , ,4611,1,4,1, , , ,3,,1, , , ,3, ,08,00,08,00,08,00,08,00,08,00,08,00,00,00,048,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,15,,1,1,10,832,2584,031,19031
00,03,19,40297,1910472,206,0143,05,1,0,2,425,01,82,01,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,2,3, ,,1,2, , , ,3, ,2023,,3,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,2,11,345,1105,039,19039
00,03,19,40313,1900732,106,0084,54,1,0,3,425,03,25,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2112,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,2, ,1,2,3, , , ,99,1, , ,2,4840,1,4,2, , ,3, ,, ,1,2,3,3, ,09,00,09,00,09,00,09,00,09,00,00,00,00,00,045,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,11,682,2133,006,19006
00,03,19,40336,1909484,112,0014,53,1,0,3,425,04,28,02,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,6,3, ,,1, , , , ,2, ,2025,03,1,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,554,1824,039,19039
00,03,19,40336,1909484,112,0014,53,1,0,3,425,05,19,02,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,2632,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , ,1, , , , , ,02,2, , , ,8111,1,4,1, , , ,3,,4, , , ,3, ,08,00,08,00,08,00,08,00,08,00,06,00,00,00,046,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,554,1824,039,19039
00,03,19,40336,1909484,112,0038,54,1,0,3,425,01,60,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,7121,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,1,4,1, , , , , ,07,1, , ,2,2361,1,4,2, , ,3, ,, ,4,3,3,3, ,08,00,08,00,08,00,08,00,08,00,06,00,00,00,046,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,554,1824,039,19039
00,03,19,40336,1909484,112,0038,54,1,0,3,425,02,55,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9611,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , ,1, , , , , ,01,3, , , ,8140,1, , , , , , ,, , , , ,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,554,1824,039,19039
00,03,19,40336,1909484,112,0038,54,1,0,3,425,03,20,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,9611,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,2, , ,1, , , , , ,01,3, , , ,8140,1, , , , , , ,, , , , ,3, ,08,00,08,00,08,00,08,00,08,00,00,00,00,00,040,5,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,554,1824,039,19039
00,03,19,40336,1909484,112,0038,54,1,0,3,425,04,17,03,2, , ,3,2,, , , , , ,4, ,, ,,,, ,,, , ,,,,,,,,,,,,,3,3, ,, , , ,4, , , ,,, ,, , , , , , , , , , ,, ,, ,, ,, ,, ,, , , , , , , , , , ,, , , , ,, , , , , , , ,, , , , , , ,,,,,,,,,,,,,,,, , , ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,1,1,12,554,1824,039,19039
00,03,19,40336,1909484,112,0038,54,1,0,3,425,05,17,03,1, , , , ,, , , , , , , ,, ,,,, ,,, , ,,,,,,,,,,,,, , , ,, , , , , , , ,,, ,7121,1, , , , , , , , , ,, ,, ,, ,, ,, ,,1,1,1,4,1, , , , , ,07,1, , ,2,2361,1,4,2, , ,3, ,, ,1,3,3,3, ,08,00,08,00,08,00,08,00,08,00,06,00,00,00,046,6,1, ,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,14,,,1,1,12,554,1824,039,19039
