id_registro,id_persona,año,trimestre,mes,estatus_laboral,sector_economico,tipo_empresa,tamanio_empresa,tipo_contrato,antiguedad_laboral_anios,ingresos_mensuales_mxn,ingresos_no_laborales_mxn,horas_trabajadas_semana,tipo_jornada,sindicalizado,prestaciones_sociales,seguro_imss,busca_empleo,recibe_capacitacion,causa_no_trabaja
2184,546,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1200,0,,No,No,No,No,No,Estudia
2185,547,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,2000,2100,6,Parcial,No,No,No,Sí,Sí,Estudia
2186,547,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1200,0,,No,No,Sí,Sí,Sí,Estudia
2187,547,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,2000,0,,No,No,No,No,No,Estudia
2188,547,2026,Q1,Marzo,Estudiante,,,,Sin contrato,0,1600,700,11,Parcial,No,No,No,No,Sí,Estudia
2189,548,2023,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1700,0,,No,No,No,Sí,No,Estudia
2190,548,2024,Q1,Febrero,Estudiante,,,,Sin contrato,0,2400,3500,13,Parcial,No,No,No,No,No,Estudia
2191,548,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2300,0,,No,No,No,Sí,No,Estudia
2192,548,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1300,0,,No,No,Sí,No,No,Estudia
2193,549,2023,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,1600,0,,No,No,No,No,No,Labores del hogar
2194,549,2024,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,3200,0,,No,No,No,No,No,Estudia
2195,549,2025,Q1,Febrero,Inactivo,,,,Sin contrato,0,0,4000,0,,No,No,No,No,No,Labores del hogar
2196,549,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,1400,2300,0,Parcial,No,No,No,No,No,Estudia
2197,550,2023,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,2400,0,,No,No,Sí,No,No,Estudia
2198,550,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2800,0,,No,No,Sí,No,No,Estudia
2199,550,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,2100,0,,No,No,No,No,No,Estudia
2200,550,2026,Q1,Enero,Inactivo,,,,Sin contrato,0,0,1700,0,,No,No,No,No,No,Problemas de salud
2201,551,2023,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,700,0,,No,No,No,Sí,No,Estudia
2202,551,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1700,0,,No,No,Sí,No,No,Estudia
2203,551,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1000,0,,No,No,No,No,Sí,Estudia
2204,551,2026,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Sin contrato,1,27100,3900,62,Variable,No,No,Sí,Sí,No,
2205,552,2023,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,2700,0,,No,No,Sí,No,No,Estudia
2206,552,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1300,0,,No,No,No,No,No,Estudia
2207,552,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1200,0,,No,No,No,No,No,Estudia
2208,552,2026,Q1,Enero,Empleado,Secundario,Privada,Micro (1-10),Indefinido,1,23800,2400,37,Completa,No,Sí,Sí,No,No,
2209,553,2023,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,2700,0,,No,No,No,No,No,Estudia
2210,553,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,2800,1200,8,Parcial,No,No,No,Sí,No,Estudia
2211,553,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2800,0,,No,No,Sí,Sí,No,Estudia
2212,553,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2500,0,,No,No,No,No,Sí,Estudia
2213,554,2023,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,800,0,,No,No,Sí,No,No,Estudia
2214,554,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,2800,3100,12,Parcial,No,No,No,No,No,Estudia
2215,554,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1600,0,,No,No,No,No,No,Estudia
2216,554,2026,Q1,Marzo,Empleado,Primario,Pública,Grande (250+),Indefinido,1,12300,800,38,Completa,No,Sí,No,No,Sí,
2217,555,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,3400,0,,No,No,No,No,No,Estudia
2218,555,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1900,0,,No,No,No,No,No,Estudia
2219,555,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,4200,4600,0,Parcial,No,No,No,Sí,No,Estudia
2220,555,2026,Q1,Enero,Empleado,Secundario,Por cuenta propia,Pequeña (11-50),Indefinido,1,36600,300,45,Parcial,No,No,No,No,No,
2221,556,2023,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1200,0,,No,No,No,No,Sí,Estudia
2222,556,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,0,3700,0,,No,No,No,No,No,Estudia
2223,556,2025,Q1,Febrero,Inactivo,,,,Sin contrato,0,0,600,0,,No,No,No,Sí,No,Problemas de salud
2224,556,2026,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,900,0,,No,No,No,No,No,Estudia
2225,557,2023,Q1,Enero,Inactivo,,,,Sin contrato,0,0,1700,0,,No,No,Sí,No,No,Labores del hogar
2226,557,2024,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,2100,0,,No,No,No,No,No,Labores del hogar
2227,557,2025,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,3200,0,,No,No,Sí,No,No,Otra
2228,557,2026,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,3800,0,,No,No,Sí,No,No,Estudia
2229,558,2023,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1900,0,,No,No,Sí,No,No,Estudia
2230,558,2024,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,1100,0,,No,No,No,No,No,Estudia
2231,558,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,900,0,,No,No,No,No,No,Estudia
2232,558,2026,Q1,Febrero,Emprendedor,Secundario,Por cuenta propia,Micro (1-10),Temporal,0,10600,1100,43,Parcial,No,No,No,No,No,
2233,559,2023,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2600,0,,No,No,No,No,Sí,Estudia
2234,559,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,2900,2200,1,Parcial,No,No,No,No,No,Estudia
2235,559,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2400,0,,No,No,No,No,No,Estudia
2236,559,2026,Q1,Marzo,Empleado,Terciario,Privada,Grande (250+),Por obra,1,18900,800,40,Completa,No,Sí,Sí,No,No,
2237,560,2023,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,1200,0,,No,No,No,No,No,Problemas de salud
2238,560,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,2300,2000,7,Parcial,No,No,No,No,No,Estudia
2239,560,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1800,0,,No,No,No,No,No,Estudia
2240,560,2026,Q1,Marzo,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Indefinido,0,12700,1100,49,Parcial,No,No,No,No,No,
2241,561,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,1800,0,,No,No,No,No,No,Estudia
2242,561,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1800,0,,No,No,No,No,No,Estudia
2243,561,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,1900,0,,No,No,No,No,Sí,Estudia
2244,561,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2300,0,,No,No,No,Sí,No,Estudia
2245,562,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2900,0,,No,No,No,No,Sí,Estudia
2246,562,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,0,4200,0,,No,No,No,No,Sí,Estudia
2247,562,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,3700,4000,16,Parcial,No,No,Sí,Sí,Sí,Estudia
2248,562,2026,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,3300,0,,No,No,No,No,No,Estudia
2249,563,2023,Q1,Enero,Estudiante,,,,Sin contrato,0,0,3100,0,,No,No,Sí,No,No,Estudia
2250,563,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,1800,1200,1,Parcial,No,No,No,No,Sí,Estudia
2251,563,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1300,0,,No,No,No,No,Sí,Estudia
2252,563,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1700,0,,No,No,No,Sí,No,Estudia
2253,564,2023,Q1,Marzo,Empleado,Primario,Privada,Pequeña (11-50),Indefinido,0,30100,3200,48,Completa,No,Sí,Sí,No,Sí,
2254,564,2024,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,3100,0,,No,No,No,No,No,Otra
2255,564,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,3000,0,,No,No,No,No,No,Estudia
2256,564,2026,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2000,0,,No,No,No,No,No,Estudia
2257,565,2023,Q1,Enero,Estudiante,,,,Sin contrato,0,5000,2200,3,Parcial,No,No,Sí,No,No,Estudia
2258,565,2024,Q1,Febrero,Estudiante,,,,Sin contrato,0,6500,1800,17,Parcial,No,No,Sí,No,No,Estudia
2259,565,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,2300,0,,No,No,Sí,No,Sí,Estudia
2260,565,2026,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,1300,0,,No,No,No,No,No,Estudia
2261,566,2023,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,2000,0,,No,No,No,Sí,No,Problemas de salud
2262,566,2024,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2700,0,,No,No,No,No,No,Estudia
2263,566,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,2600,0,,No,No,No,No,Sí,Estudia
2264,566,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1900,0,,No,No,Sí,No,Sí,Estudia
2265,567,2023,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1000,0,,No,No,Sí,No,No,Estudia
2266,567,2024,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,1700,0,,No,No,No,No,No,Estudia
2267,567,2025,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,900,0,,No,No,No,No,No,Problemas de salud
2268,567,2026,Q1,Enero,Inactivo,,,,Sin contrato,0,0,2200,0,,No,No,No,No,No,Otra
2269,568,2023,Q1,Febrero,Inactivo,,,,Sin contrato,0,0,900,0,,No,No,Sí,No,No,Labores del hogar
2270,568,2024,Q1,Febrero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,0,10800,2100,46,Completa,No,No,No,No,No,
2271,568,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,3700,0,,No,No,Sí,Sí,No,Estudia
2272,568,2026,Q1,Enero,Empleado,Terciario,Privada,Mediana (51-250),Temporal,1,17900,2100,46,Completa,No,No,No,No,No,
2273,569,2023,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,1800,0,,No,No,No,No,No,Labores del hogar
2274,569,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,2000,0,,No,No,No,No,Sí,Estudia
2275,569,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,500,0,,No,No,No,No,No,Estudia
2276,569,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2800,0,,No,No,Sí,No,No,Estudia
2277,570,2023,Q1,Marzo,Empleado,Terciario,Privada,Micro (1-10),Temporal,0,16200,1700,44,Completa,No,Sí,Sí,No,No,
2278,570,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1200,0,,No,No,Sí,No,No,Estudia
2279,570,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,2400,1700,10,Parcial,No,No,No,No,Sí,Estudia
2280,570,2026,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1600,0,,No,No,No,No,No,Estudia
2281,571,2023,Q1,Enero,Estudiante,,,,Sin contrato,0,0,4000,0,,No,No,No,No,No,Estudia
2282,571,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,0,3600,0,,No,No,No,No,No,Estudia
2283,571,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,3600,0,,No,No,No,No,Sí,Estudia
2284,571,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2700,0,,No,No,Sí,No,No,Estudia
2285,572,2023,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,2800,0,,No,No,Sí,No,No,Estudia
2286,572,2024,Q1,Febrero,Estudiante,,,,Sin contrato,0,1600,4000,4,Parcial,No,No,No,No,Sí,Estudia
2287,572,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2600,0,,No,No,No,No,No,Estudia
2288,572,2026,Q1,Enero,Inactivo,,,,Sin contrato,0,0,600,0,,No,No,No,No,No,Otra
2289,573,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,2100,0,,No,No,Sí,No,No,Estudia
2290,573,2024,Q1,Enero,Inactivo,,,,Sin contrato,0,0,700,0,,No,No,No,No,No,Problemas de salud
2291,573,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2500,0,,No,No,No,No,No,Estudia
2292,573,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,700,3000,9,Parcial,No,No,No,No,No,Estudia
2293,574,2023,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2600,0,,No,No,No,Sí,No,Estudia
2294,574,2024,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2600,0,,No,No,No,No,No,Estudia
2295,574,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,800,0,,No,No,No,Sí,No,Estudia
2296,574,2026,Q1,Febrero,Empleado,Secundario,Por cuenta propia,Pequeña (11-50),Temporal,1,14500,300,38,Completa,No,Sí,Sí,No,No,
2297,575,2023,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,2800,0,,No,No,No,No,No,Estudia
2298,575,2024,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,200,0,,No,No,No,No,No,Labores del hogar
2299,575,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,1400,0,,No,No,Sí,No,No,Estudia
2300,575,2026,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,3000,0,,No,No,No,No,No,Labores del hogar
2301,576,2023,Q1,Febrero,Empleado,Terciario,Privada,Micro (1-10),Por obra,0,11400,700,36,Parcial,No,Sí,Sí,No,No,
2302,576,2024,Q1,Enero,Inactivo,,,,Sin contrato,0,0,1700,0,,No,No,No,No,No,Problemas de salud
2303,576,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,3200,0,,No,No,No,No,No,Estudia
2304,576,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,7000,1000,19,Parcial,No,No,No,No,No,Estudia
2305,577,2023,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2700,0,,No,No,No,Sí,No,Estudia
2306,577,2024,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,1000,0,,No,No,No,No,Sí,Estudia
2307,577,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,2600,1500,3,Parcial,No,No,Sí,No,No,Estudia
2308,577,2026,Q1,Febrero,Estudiante,,,,Sin contrato,0,1800,3500,4,Parcial,No,No,Sí,No,No,Estudia
2309,578,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,1100,0,,No,No,Sí,Sí,No,Estudia
2310,578,2024,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,3000,0,,No,No,No,Sí,No,Estudia
2311,578,2025,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1200,0,,No,No,No,No,Sí,Estudia
2312,578,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,0,2000,0,,No,No,Sí,No,No,Estudia
2313,579,2023,Q1,Enero,Inactivo,,,,Sin contrato,0,0,1400,0,,No,No,No,No,No,Otra
2314,579,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1700,0,,No,No,No,No,No,Estudia
2315,579,2025,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,500,0,,No,No,Sí,No,Sí,Estudia
2316,579,2026,Q1,Enero,Empleado,Terciario,Privada,Mediana (51-250),Temporal,1,17400,1900,45,Variable,No,Sí,Sí,No,No,
2317,580,2023,Q1,Enero,Inactivo,,,,Sin contrato,0,0,3300,0,,No,No,No,No,No,Labores del hogar
2318,580,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1500,0,,No,No,Sí,Sí,No,Estudia
2319,580,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,2900,1300,10,Parcial,No,No,No,No,Sí,Estudia
2320,580,2026,Q1,Enero,Estudiante,,,,Sin contrato,0,0,1200,0,,No,No,Sí,Sí,No,Estudia
2321,581,2023,Q1,Febrero,Empleado,Secundario,Por cuenta propia,Micro (1-10),Temporal,5,10100,600,38,Completa,No,Sí,Sí,No,No,
2322,581,2024,Q1,Enero,Inactivo,,,,Sin contrato,0,0,700,0,,No,No,Sí,No,No,Otra
2323,581,2025,Q1,Marzo,Empleado,Secundario,Privada,Pequeña (11-50),Indefinido,9,20200,2500,39,Completa,No,No,No,No,No,
2324,581,2026,Q1,Febrero,Empleado,Terciario,Privada,Grande (250+),Indefinido,2,43100,2700,46,Completa,No,No,No,No,No,
2325,582,2023,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Pequeña (11-50),Indefinido,10,30000,2600,45,Completa,No,No,No,No,No,
2326,582,2024,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,3100,0,,No,No,No,No,No,Otra
2327,582,2025,Q1,Marzo,Empleado,Terciario,Privada,Micro (1-10),Indefinido,23,28800,3300,48,Completa,No,No,No,No,No,
2328,582,2026,Q1,Febrero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,9,54600,100,43,Completa,Sí,No,No,No,No,
2329,583,2023,Q1,Enero,Inactivo,,,,Sin contrato,0,0,1600,0,,No,No,No,No,No,Problemas de salud
2330,583,2024,Q1,Marzo,Estudiante,,,,Sin contrato,0,0,1800,0,,No,No,No,No,No,Estudia
2331,583,2025,Q1,Enero,Empleado,Terciario,Familiar,Pequeña (11-50),Temporal,1,7600,3000,50,Variable,No,Sí,Sí,No,No,
2332,583,2026,Q1,Enero,Empleado,Terciario,Por cuenta propia,Pequeña (11-50),Indefinido,3,20900,2200,36,Completa,Sí,Sí,Sí,No,Sí,
2333,584,2023,Q1,Febrero,Estudiante,,,,Sin contrato,0,0,900,0,,No,No,No,Sí,Sí,Estudia
2334,584,2024,Q1,Enero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,1,53000,3200,35,Completa,No,Sí,Sí,No,No,
2335,584,2025,Q1,Enero,Empleado,Secundario,Privada,Mediana (51-250),Indefinido,0,18700,3200,39,Nocturna,No,Sí,Sí,No,No,
2336,584,2026,Q1,Marzo,Empleado,Terciario,Privada,Micro (1-10),Indefinido,4,16000,3200,52,Completa,No,No,No,No,No,
2337,585,2023,Q1,Febrero,Empleado,Terciario,Por cuenta propia,Mediana (51-250),Indefinido,17,21800,4800,47,Completa,No,Sí,No,No,Sí,
2338,585,2024,Q1,Enero,Empleado,Terciario,Por cuenta propia,Mediana (51-250),Indefinido,16,49000,500,44,Nocturna,No,Sí,Sí,No,No,
2339,585,2025,Q1,Febrero,Desempleado,Primario,,,Sin contrato,0,0,1000,0,,No,No,No,Sí,Sí,No encontró trabajo
2340,585,2026,Q1,Febrero,Desempleado,Terciario,,,Sin contrato,0,0,1900,0,,No,No,No,Sí,No,No encontró trabajo
2341,586,2023,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,400,0,,No,No,No,No,No,Otra
2342,586,2024,Q1,Febrero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,7,27400,1200,44,Completa,No,Sí,Sí,No,No,
2343,586,2025,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,21,19900,2800,43,Completa,No,No,No,No,No,
2344,586,2026,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,800,0,,No,No,Sí,No,No,Labores del hogar
2345,587,2023,Q1,Marzo,Empleado,Secundario,Privada,Grande (250+),Indefinido,3,21200,5000,45,Completa,Sí,No,No,No,Sí,
2346,587,2024,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,2600,0,,No,No,Sí,No,No,Labores del hogar
2347,587,2025,Q1,Febrero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,2,29900,1800,43,Completa,No,Sí,Sí,No,No,
2348,587,2026,Q1,Marzo,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Indefinido,3,21500,2300,59,Variable,No,No,No,No,No,
2349,588,2023,Q1,Enero,Empleado,Terciario,Pública,Micro (1-10),Indefinido,3,24200,5400,54,Completa,No,No,No,No,No,
2350,588,2024,Q1,Enero,Empleado,Secundario,Familiar,Mediana (51-250),Temporal,11,12800,800,51,Completa,No,Sí,Sí,No,Sí,
2351,588,2025,Q1,Febrero,Empleado,Terciario,Familiar,Mediana (51-250),Indefinido,10,44700,1600,51,Completa,No,No,No,No,No,
2352,588,2026,Q1,Febrero,Empleado,Terciario,Privada,Mediana (51-250),Indefinido,14,23700,1700,35,Completa,No,Sí,Sí,No,Sí,
2353,589,2023,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Temporal,0,11200,5000,45,Completa,No,No,No,No,No,
2354,589,2024,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Temporal,5,14900,2500,39,Variable,No,Sí,Sí,No,No,
2355,589,2025,Q1,Febrero,Empleado,Terciario,Privada,Grande (250+),Temporal,8,19700,4200,49,Completa,No,No,No,No,No,
2356,589,2026,Q1,Enero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,7,15700,1400,41,Completa,No,Sí,Sí,No,No,
2357,590,2023,Q1,Enero,Desempleado,Terciario,,,Sin contrato,0,0,1400,0,,No,No,No,Sí,No,Otra
2358,590,2024,Q1,Enero,Inactivo,,,,Sin contrato,0,0,1200,0,,No,No,Sí,No,No,Problemas de salud
2359,590,2025,Q1,Marzo,Empleado,Terciario,Pública,Mediana (51-250),Indefinido,3,28400,1100,35,Completa,No,Sí,Sí,No,No,
2360,590,2026,Q1,Enero,Empleado,Terciario,Privada,Mediana (51-250),Indefinido,20,43700,2600,53,Completa,No,No,No,No,No,
2361,591,2023,Q1,Enero,Emprendedor,Secundario,Por cuenta propia,Micro (1-10),Temporal,8,15400,5000,58,Variable,No,No,No,No,No,
2362,591,2024,Q1,Enero,Empleado,Terciario,Privada,Micro (1-10),Temporal,9,11600,1300,43,Completa,No,Sí,No,No,Sí,
2363,591,2025,Q1,Febrero,Desempleado,Secundario,,,Sin contrato,0,0,3900,0,,No,No,No,Sí,No,Estudia
2364,591,2026,Q1,Enero,Empleado,Secundario,Privada,Grande (250+),Indefinido,0,21400,1900,51,Completa,No,No,No,No,Sí,
2365,592,2023,Q1,Enero,Empleado,Primario,Por cuenta propia,Pequeña (11-50),Indefinido,8,41000,3300,48,Completa,No,Sí,Sí,No,Sí,
2366,592,2024,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Temporal,18,19600,1800,32,Variable,No,No,No,No,Sí,
2367,592,2025,Q1,Febrero,Empleado,Secundario,Privada,Mediana (51-250),Temporal,2,12600,1200,55,Nocturna,No,Sí,No,No,No,
2368,592,2026,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Pequeña (11-50),Temporal,10,37600,8800,37,Completa,No,No,No,No,No,
2369,593,2023,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,5,11800,4800,39,Completa,No,No,No,No,No,
2370,593,2024,Q1,Febrero,Desempleado,Secundario,,,Sin contrato,0,0,2100,0,,No,No,No,Sí,No,Labores del hogar
2371,593,2025,Q1,Marzo,Empleado,Terciario,Privada,Micro (1-10),Indefinido,6,38600,400,47,Completa,No,No,No,No,Sí,
2372,593,2026,Q1,Enero,Emprendedor,Secundario,Por cuenta propia,Micro (1-10),Sin contrato,6,33500,1500,54,Variable,No,No,No,No,No,
2373,594,2023,Q1,Enero,Estudiante,,,,Sin contrato,0,0,4600,0,,No,No,Sí,No,No,Estudia
2374,594,2024,Q1,Febrero,Inactivo,,,,Sin contrato,0,0,3300,0,,No,No,No,No,No,Labores del hogar
2375,594,2025,Q1,Marzo,Estudiante,,,,Sin contrato,0,300,2200,2,Parcial,No,No,Sí,No,Sí,Estudia
2376,594,2026,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Temporal,5,16000,4500,46,Completa,No,No,No,No,No,
2377,595,2023,Q1,Marzo,Empleado,Secundario,Privada,Mediana (51-250),Temporal,2,18700,2000,39,Completa,No,Sí,Sí,No,No,
2378,595,2024,Q1,Marzo,Empleado,Primario,Privada,Pequeña (11-50),Indefinido,6,16400,2600,52,Parcial,No,No,No,No,Sí,
2379,595,2025,Q1,Febrero,Emprendedor,Primario,Por cuenta propia,Micro (1-10),Temporal,2,16700,2600,49,Parcial,No,Sí,No,No,No,
2380,595,2026,Q1,Enero,Empleado,Terciario,Privada,Pequeña (11-50),Indefinido,6,29900,5400,49,Completa,No,Sí,Sí,No,Sí,
2381,596,2023,Q1,Marzo,Empleado,Terciario,Pública,Micro (1-10),Indefinido,7,38100,1700,54,Completa,No,Sí,Sí,No,No,
2382,596,2024,Q1,Enero,Inactivo,,,,Sin contrato,0,0,800,0,,No,No,No,No,No,Otra
2383,596,2025,Q1,Febrero,Empleado,Terciario,Por cuenta propia,Pequeña (11-50),Por obra,20,13900,4200,52,Nocturna,No,No,No,No,No,
2384,596,2026,Q1,Enero,Empleado,Terciario,Privada,Mediana (51-250),Indefinido,18,29100,1600,55,Nocturna,No,No,No,No,No,
2385,597,2023,Q1,Marzo,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Temporal,4,34800,3700,39,Completa,No,No,No,No,No,
2386,597,2024,Q1,Enero,Inactivo,,,,Sin contrato,0,0,3000,0,,No,No,No,Sí,No,Problemas de salud
2387,597,2025,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,1300,0,,No,No,No,No,No,Problemas de salud
2388,597,2026,Q1,Enero,Empleado,Terciario,Privada,Micro (1-10),Indefinido,4,46500,2400,50,Completa,No,Sí,Sí,No,No,
2389,598,2023,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Indefinido,20,14100,1000,37,Completa,No,Sí,Sí,No,No,
2390,598,2024,Q1,Marzo,Empleado,Primario,Privada,Micro (1-10),Temporal,16,15000,1000,49,Variable,No,Sí,Sí,No,No,
2391,598,2025,Q1,Febrero,Empleado,Terciario,Pública,Micro (1-10),Indefinido,21,36200,1200,50,Completa,No,No,No,No,No,
2392,598,2026,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,4000,0,,No,No,No,No,No,Problemas de salud
2393,599,2023,Q1,Marzo,Inactivo,,,,Sin contrato,0,0,2400,0,,No,No,No,No,No,Otra
2394,599,2024,Q1,Enero,Emprendedor,Terciario,Por cuenta propia,Micro (1-10),Indefinido,13,22800,6100,37,Completa,No,Sí,No,No,Sí,
2395,599,2025,Q1,Enero,Inactivo,,,,Sin contrato,0,0,2000,0,,No,No,Sí,No,No,Labores del hogar
2396,599,2026,Q1,Febrero,Empleado,Primario,Privada,Mediana (51-250),Indefinido,16,13600,5500,52,Completa,No,Sí,No,No,Sí,
