id_hogar,id_persona,año,ingreso_hogar_trimestral_mxn,saldo_cuenta_mxn,gastos_mensuales_mxn,deuda_actual_mxn,tipo_cuenta_bancaria,banco_principal,gasto_alimentacion_mxn,gasto_transporte_mxn,gasto_salud_mxn,gasto_educacion_mxn,gasto_entretenimiento_mxn,gasto_vivienda_mxn,tiene_seguro_medico,tiene_afore,ahorro_informal_mxn,tiene_credito_previo,tipo_credito,morosidad_historica,num_productos_financieros
45203,461,2026,10200,5300,5800,4300,Ninguna,Ninguno,3300,1800,1800,400,600,4000,No,No,4600,Sí,Tarjeta,Sí,3
62031,462,2023,148400,34700,8400,32900,Ninguna,BBVA,1600,1100,1800,1200,1000,8000,Sí,Sí,8000,Sí,Personal,No,2
60078,462,2024,2100,7000,5300,3700,Ninguna,Ninguno,2500,800,1200,2700,2600,2000,No,No,1200,No,Ninguno,Sí,0
73061,462,2025,134100,45500,16300,24000,Débito,Santander,2100,2600,1600,1900,2500,4600,Sí,Sí,23600,Sí,Hipotecario,No,2
96428,462,2026,65700,16400,12100,36400,Débito,Banamex,2800,800,200,2200,1700,2400,No,No,15500,No,Ninguno,Sí,3
43102,463,2023,61800,10800,7800,12900,Débito,BBVA,3200,1200,1200,1200,1900,6400,No,No,4200,Sí,Ninguno,No,5
69490,463,2024,36800,32600,14200,29200,Ambas,Santander,1700,2000,900,800,1100,5100,No,Sí,7300,No,Ninguno,No,1
74882,463,2025,142500,28900,23200,18500,Débito,Santander,5000,1800,900,2700,1300,3300,No,No,6300,No,Ninguno,Sí,2
43727,463,2026,213200,128500,34000,66700,Ambas,Banorte,2900,1000,700,2100,600,2800,Sí,Sí,33000,No,Ninguno,No,3
83958,464,2023,36000,14000,5400,4900,Ninguna,Santander,2000,600,1200,600,1600,5300,Sí,No,6000,No,Ninguno,No,3
76427,464,2024,58000,15500,10400,13800,Ninguna,Banorte,4200,2300,500,300,600,4600,No,Sí,2500,No,Ninguno,No,3
83090,464,2025,6500,2000,3900,2700,Ninguna,Santander,4200,400,400,2300,2000,4600,No,No,1100,Sí,Ninguno,No,0
33646,464,2026,112200,53200,6400,8200,Ambas,HSBC,2300,2800,1100,1300,1100,6500,Sí,Sí,11700,Sí,Personal,No,2
32655,465,2023,122600,69200,41400,6000,Débito,Banorte,2400,2600,1400,1600,700,6200,No,No,17300,Sí,Ninguno,No,4
83757,465,2024,92100,22300,21200,14400,Débito,Banamex,3500,2300,1800,1400,800,2700,No,No,28100,Sí,Ninguno,No,1
30964,465,2025,118700,53900,15700,39800,Débito,Banorte,5600,1100,1500,500,500,2800,Sí,No,3700,Sí,Ninguno,Sí,2
22331,465,2026,53000,58500,6400,4900,Crédito,Banorte,3300,1500,700,1400,1100,4800,Sí,Sí,6600,Sí,Ninguno,No,3
29916,466,2023,162000,104400,25300,53800,Débito,HSBC,3500,1400,500,1300,1400,3000,Sí,Sí,24600,Sí,Ninguno,No,2
43780,466,2024,68100,11700,10000,2700,Ambas,Inbursa,2200,700,1600,700,1100,6900,Sí,Sí,10500,No,Ninguno,No,1
43279,466,2025,49300,16800,10200,31400,Débito,Banorte,1900,2900,1900,800,2700,5000,Sí,Sí,9500,Sí,Personal,Sí,3
64941,466,2026,69700,24700,22300,31700,Débito,BanBajío,2300,800,900,2800,800,4200,Sí,No,9400,Sí,Personal,No,1
87360,467,2023,201000,73800,28000,52900,Ninguna,BBVA,2300,1900,400,1900,2200,2500,Sí,No,11300,No,Ninguno,No,4
27854,467,2024,48600,35200,10600,9200,Débito,Santander,2600,1100,1000,300,900,3200,No,Sí,8600,Sí,Personal,No,1
14722,467,2025,248700,14300,29900,45900,Ambas,BBVA,2200,1900,400,100,1300,7300,Sí,No,4500,Sí,Tarjeta,No,1
56368,467,2026,55400,51500,13000,29100,Crédito,BBVA,4700,1600,1700,900,1700,3800,Sí,Sí,8000,No,Ninguno,No,1
98498,468,2023,71200,7700,12800,19700,Ambas,Ninguno,1700,1700,600,2100,1600,6100,Sí,No,11400,No,Ninguno,No,2
92003,468,2024,76300,26700,25800,7000,Débito,Santander,2000,1800,600,1100,800,3100,No,Sí,7300,Sí,Ninguno,No,3
35351,468,2025,200900,17900,44300,43700,Débito,Banorte,3900,1100,700,2100,700,2000,Sí,No,26100,No,Ninguno,Sí,1
35667,468,2026,50700,33100,11000,9200,Ninguna,BBVA,3100,2000,400,1400,400,2200,Sí,No,9300,No,Ninguno,No,1
68198,469,2023,16800,8700,4700,6300,Ninguna,Ninguno,3200,1700,1200,1500,2000,1600,Sí,No,3000,No,Ninguno,No,0
94265,469,2024,137300,42800,12300,20500,Ninguna,Banorte,3500,1200,500,1800,1900,3100,No,No,15200,Sí,Personal,No,2
50237,469,2025,4500,5600,5400,10800,Ambas,Ninguno,4500,1700,500,1700,700,4600,Sí,No,1100,Sí,Tarjeta,Sí,1
19573,469,2026,62200,12800,3400,11100,Ambas,Santander,2500,1700,1200,600,2500,3700,Sí,Sí,1500,Sí,Automotriz,No,2
35735,470,2023,98200,20400,9100,27200,Débito,Santander,2400,2800,200,900,2000,5700,Sí,No,9000,No,Ninguno,No,1
33890,470,2024,122500,109200,19800,68500,Débito,Santander,2500,1500,600,3400,1600,4600,Sí,Sí,7400,Sí,Tarjeta,No,2
70776,470,2025,131900,17400,39600,14400,Débito,BBVA,4000,2900,1000,3000,1700,5300,Sí,Sí,600,No,Ninguno,No,4
62829,470,2026,112200,117800,25100,29600,Débito,BBVA,2100,2800,1500,2700,500,3400,Sí,Sí,17100,Sí,Tarjeta,Sí,1
66408,471,2023,3100,9200,6200,1600,Débito,Ninguno,3200,900,600,2900,1700,1700,No,No,600,Sí,Tarjeta,No,1
15904,471,2024,4700,12000,5900,800,Débito,Ninguno,4100,800,800,1300,900,4200,Sí,Sí,1000,No,Ninguno,No,2
10001,471,2025,9600,17400,6800,3500,Ninguna,Santander,3500,1500,1200,200,1900,4000,No,Sí,800,No,Ninguno,No,1
33516,471,2026,77100,19000,14800,32700,Débito,BBVA,1600,2200,500,2100,2000,4500,No,Sí,6900,No,Ninguno,No,1
71700,472,2023,12100,9500,4300,1800,Débito,BBVA,2500,1300,1300,2500,800,2500,No,Sí,1700,No,Ninguno,No,0
85832,472,2024,3900,1700,3900,4100,Ninguna,Banorte,2200,3000,400,2700,3000,4100,Sí,No,2000,No,Ninguno,No,2
33088,472,2025,3200,2000,4300,4100,Ninguna,BBVA,3000,1300,2100,1200,1300,2400,No,No,1000,No,Ninguno,No,1
89166,472,2026,9200,7800,4300,3200,Ninguna,Ninguno,2800,900,1600,2300,800,3200,Sí,Sí,1700,Sí,Ninguno,No,1
21031,473,2023,9700,6100,5400,8100,Ninguna,Ninguno,2900,1200,700,2700,1500,3500,No,Sí,1600,Sí,Ninguno,No,1
27012,473,2024,2400,1500,5800,5200,Ninguna,Ninguno,3800,1600,1600,2400,1000,4000,No,No,3800,Sí,Tarjeta,Sí,1
19642,473,2025,12700,4500,5100,5100,Ninguna,Ninguno,2100,900,1100,3000,1200,2600,No,Sí,3800,No,Ninguno,No,0
25375,473,2026,4400,11300,6500,8000,Débito,BanBajío,2500,1000,800,3100,1400,3600,Sí,Sí,1100,No,Ninguno,No,0
16791,474,2023,14200,1300,3600,6800,Débito,Ninguno,4000,1300,1500,500,1700,5800,No,No,2600,No,Ninguno,No,2
23094,474,2024,6700,2500,4700,10300,Ninguna,HSBC,2400,2500,700,2500,700,6400,No,No,4100,No,Ninguno,No,0
20260,474,2025,6900,2500,4100,1900,Ninguna,Ninguno,3400,700,1400,3400,2100,2900,No,Sí,1400,No,Ninguno,No,0
59583,474,2026,8200,4000,5100,1100,Débito,Santander,4200,1000,800,300,2100,6100,No,No,4400,Sí,Automotriz,No,1
21780,475,2023,5200,1100,4600,5000,Ninguna,Ninguno,2500,1800,800,1200,1300,2400,No,No,2100,Sí,Ninguno,No,1
15801,475,2024,5600,3200,4300,1600,Ninguna,BBVA,2600,2000,800,900,1000,2100,No,Sí,2400,Sí,Tarjeta,Sí,1
49450,475,2025,4500,8200,6600,2600,Ninguna,Ninguno,2200,3200,1500,2100,1200,3800,No,No,300,No,Ninguno,No,1
36516,475,2026,7800,11900,6400,4300,Ninguna,BBVA,1400,1100,700,2100,700,8000,Sí,No,700,Sí,Ninguno,No,1
97190,476,2023,11100,1400,5000,1700,Ninguna,Banorte,1900,1400,600,1000,1300,7600,Sí,No,400,No,Ninguno,No,0
87087,476,2024,6100,11200,5900,10600,Ambas,Ninguno,2500,1500,800,2900,1400,6000,Sí,No,500,No,Ninguno,No,0
98497,476,2025,13000,7200,5300,3000,Débito,Ninguno,3700,1800,900,900,1700,2000,No,No,1200,No,Ninguno,No,1
90559,476,2026,1600,8200,5000,9200,Ninguna,Ninguno,2100,2700,1400,1300,800,7700,No,No,500,No,Ninguno,Sí,0
92380,477,2023,9400,1700,5500,2500,Ninguna,BBVA,3400,1400,100,4100,1600,2800,No,Sí,3700,No,Ninguno,No,0
70376,477,2024,10100,12900,4300,1200,Débito,Banorte,4000,900,1800,2800,1600,1700,No,No,1800,No,Ninguno,No,1
66539,477,2025,12500,3400,4600,6800,Ninguna,Banamex,3100,1200,600,3400,300,6900,No,No,600,No,Ninguno,No,1
92634,477,2026,4300,16200,3700,8300,Ninguna,Ninguno,3900,2500,1400,900,1800,5300,Sí,No,3000,Sí,Ninguno,No,2
65419,478,2023,11400,5000,3800,2800,Ninguna,Banorte,3600,900,700,2400,500,6200,Sí,No,2000,No,Ninguno,No,1
14174,478,2024,5000,6900,4600,2900,Ambas,BBVA,3900,1700,400,1600,1300,4900,No,No,800,No,Ninguno,No,1
88357,478,2025,6100,4100,3300,2900,Débito,BBVA,2200,2200,700,1300,800,2400,Sí,No,3900,Sí,Personal,No,2
80228,478,2026,8800,3600,4700,6100,Ninguna,Banorte,5500,2600,900,2100,600,1700,Sí,No,200,No,Ninguno,No,1
33262,479,2023,4400,2900,4300,1600,Ninguna,Santander,2900,800,800,3400,1500,4100,No,No,3800,No,Ninguno,No,0
85089,479,2024,10500,14200,4100,4800,Ninguna,Ninguno,5200,1600,2000,2300,800,2700,Sí,No,4800,No,Ninguno,No,2
98594,479,2025,15800,1300,4200,1900,Ninguna,Ninguno,4100,1800,600,1000,1800,4100,No,No,2400,No,Ninguno,No,3
53949,479,2026,12300,4000,4800,4000,Ninguna,Banorte,3900,2500,800,3700,2400,2300,No,No,3200,No,Ninguno,No,0
30437,480,2023,4900,4100,6300,2100,Débito,Santander,3300,1700,600,1800,300,3100,No,No,300,No,Ninguno,No,1
28263,480,2024,15400,7400,4100,6600,Ninguna,Ninguno,2000,1000,900,2200,1400,4100,Sí,No,900,No,Ninguno,No,0
60100,480,2025,11800,1100,3900,7200,Débito,Ninguno,4700,800,1000,2500,1900,6800,No,No,1400,No,Ninguno,No,1
48138,480,2026,80100,13400,18200,16900,Ambas,Banamex,1800,500,1200,2000,700,3100,Sí,Sí,14900,No,Ninguno,No,4
24038,481,2023,6400,3900,5700,5000,Ambas,BBVA,3200,1100,400,2300,800,8400,No,Sí,4000,Sí,Personal,No,0
32249,481,2024,9000,5400,4300,1600,Ninguna,Santander,4300,700,1000,1200,1000,2300,No,No,4200,Sí,Personal,No,0
99763,481,2025,16800,2200,5600,4600,Débito,BBVA,3500,1400,400,900,1700,4400,Sí,No,2600,No,Ninguno,No,2
96727,481,2026,41800,18400,5000,29500,Ambas,Ninguno,2000,500,1900,3000,2200,1400,Sí,No,5200,No,Ninguno,No,4
11900,482,2023,8100,7600,6100,5200,Ambas,Inbursa,3200,1900,800,2400,1700,4500,No,No,1400,No,Ninguno,No,0
39628,482,2024,8200,3100,5500,1600,Débito,Ninguno,4500,2100,1700,2400,1100,4400,No,No,600,Sí,Ninguno,No,0
54528,482,2025,2200,3600,4500,6000,Ninguna,Ninguno,2400,2300,1600,1600,800,7400,Sí,No,800,Sí,Tarjeta,Sí,1
25297,482,2026,14600,4900,5600,3100,Ninguna,Ninguno,3800,1800,700,3900,1800,3800,Sí,No,1500,Sí,Tarjeta,No,2
12663,483,2023,7200,12300,3700,7400,Débito,Ninguno,1600,1600,700,1100,900,6800,No,No,800,No,Ninguno,No,0
37709,483,2024,4700,7700,3500,11500,Ninguna,Ninguno,1700,1000,800,2700,1100,3500,Sí,No,1100,No,Ninguno,No,0
27600,483,2025,9000,2000,4200,3600,Débito,Banorte,1700,2000,600,1400,1900,3100,No,No,400,No,Ninguno,No,0
33306,483,2026,7800,5600,5300,1400,Ambas,Banorte,2500,1500,400,2600,1400,3200,Sí,Sí,2900,No,Ninguno,No,0
40993,484,2023,1100,4900,3300,3400,Ninguna,BBVA,5000,1100,1200,2100,1500,2200,Sí,No,3000,No,Ninguno,No,3
95580,484,2024,9600,8600,4300,6100,Ninguna,Ninguno,2700,1400,1400,200,900,4700,Sí,No,3900,No,Ninguno,No,0
43459,484,2025,2200,5100,4000,8700,Ambas,Ninguno,5200,3000,700,1000,400,3700,No,No,3600,Sí,Ninguno,Sí,2
18145,484,2026,5600,3700,5800,1500,Débito,HSBC,4200,1300,1700,3600,200,2900,No,Sí,1200,No,Ninguno,No,1
13828,485,2023,59700,33300,14200,18300,Ambas,Santander,1600,800,600,1500,700,3100,Sí,No,11500,Sí,Tarjeta,No,1
20249,485,2024,7300,2700,5400,2800,Ambas,Ninguno,3300,900,300,1800,1300,3200,No,No,900,No,Ninguno,No,0
48166,485,2025,17100,7700,4400,7300,Débito,Santander,1800,2700,500,400,300,4100,No,Sí,700,No,Ninguno,No,2
31404,485,2026,98000,20400,7200,12600,Débito,Inbursa,3300,1000,700,2500,1900,3800,No,Sí,1800,Sí,Ninguno,No,5
85671,486,2023,59100,39500,13700,37400,Débito,BBVA,3100,2000,1500,1300,1700,8600,No,Sí,10700,No,Ninguno,No,2
38448,486,2024,6300,3600,3400,6500,Débito,Ninguno,3500,2900,500,800,2800,3200,Sí,No,600,Sí,Tarjeta,Sí,0
34430,486,2025,21800,12900,5100,1600,Débito,Santander,1600,1000,300,1500,600,6300,Sí,No,600,No,Ninguno,No,0
80686,486,2026,5100,700,3600,2800,Ninguna,Banorte,2200,2900,1000,1700,1900,4900,No,No,1000,No,Ninguno,No,1
83123,487,2023,3000,3000,5000,4000,Ninguna,Ninguno,3400,1600,2000,300,1000,3400,No,No,1200,Sí,Tarjeta,No,0
70252,487,2024,6100,1900,4500,3000,Débito,Banorte,2100,1100,1300,1700,1400,5800,No,No,200,Sí,Ninguno,No,0
24060,487,2025,3100,12500,4200,5500,Ninguna,Ninguno,2300,1000,500,1500,1400,2600,No,No,900,No,Ninguno,No,0
21008,487,2026,37500,20500,5900,15000,Ambas,BBVA,4100,1200,600,900,1800,8000,Sí,Sí,1300,No,Ninguno,No,4
47523,488,2023,8500,13300,4400,5500,Ninguna,Ninguno,2300,700,1800,2100,2200,3000,No,No,300,No,Ninguno,No,1
23588,488,2024,6300,9500,5500,4900,Ninguna,Ninguno,1800,2400,500,900,600,2600,Sí,No,400,No,Ninguno,No,0
38875,488,2025,10500,10700,5100,5800,Débito,HSBC,3500,1300,700,1300,1600,4200,Sí,No,1100,No,Ninguno,No,0
10049,488,2026,45600,9200,3900,8200,Ambas,Santander,1600,1000,2000,500,600,2500,Sí,No,700,Sí,Ninguno,No,4
60765,489,2023,220000,49300,13700,35100,Crédito,BBVA,2700,1700,600,3600,1800,4200,No,Sí,8200,Sí,Personal,No,2
16439,489,2024,7100,4200,5000,7800,Ninguna,Ninguno,5300,2000,1000,1000,1100,2800,Sí,Sí,2300,No,Ninguno,No,0
45722,489,2025,10400,1200,5300,7900,Débito,Ninguno,3600,1000,1800,3000,1100,3800,No,Sí,2500,No,Ninguno,Sí,0
20407,489,2026,7000,3400,5500,4100,Ninguna,Ninguno,2600,800,1200,2100,2700,8100,No,No,2800,No,Ninguno,No,1
51792,490,2023,15000,11400,4400,6800,Débito,Ninguno,2200,2200,700,1100,700,5500,Sí,Sí,4000,No,Ninguno,No,2
75868,490,2024,4100,1700,4600,4300,Ninguna,Ninguno,3000,3100,800,900,2200,3500,No,Sí,2600,No,Ninguno,No,0
21328,490,2025,9700,1800,5000,1800,Ninguna,Banorte,1800,1100,1000,600,1000,4500,No,Sí,900,No,Ninguno,Sí,2
71934,490,2026,10800,8500,6200,10500,Ninguna,Ninguno,4100,2400,600,1600,300,3100,No,No,1300,No,Ninguno,No,0
57157,491,2023,11100,8400,4800,5100,Ambas,BBVA,2700,1300,900,900,1600,5100,Sí,Sí,700,No,Ninguno,No,0
43215,491,2024,5700,3000,4200,5100,Ninguna,Banorte,3000,1900,1300,1500,700,3400,No,No,300,No,Ninguno,Sí,0
93675,491,2025,36900,1400,4500,1200,Ninguna,Ninguno,2500,1100,1800,1200,1100,6900,Sí,No,2800,No,Ninguno,No,0
13335,491,2026,2500,4100,4800,7900,Ninguna,Santander,2900,2400,1000,2500,1500,2500,No,No,2300,No,Ninguno,No,0
43772,492,2023,4900,11600,4800,500,Ninguna,Ninguno,2600,800,600,4300,1900,3900,Sí,No,2400,No,Ninguno,No,2
67241,492,2024,108900,70200,16700,69000,Ninguna,BBVA,3500,2200,400,500,800,3400,No,No,14800,No,Ninguno,No,3
82846,492,2025,10400,3300,4500,6100,Débito,Inbursa,5000,1200,1400,1200,500,5500,No,Sí,2800,No,Ninguno,No,0
22878,492,2026,10600,1700,4200,4400,Ninguna,Ninguno,3600,500,2200,2700,900,2600,No,Sí,3400,No,Ninguno,No,2
47105,493,2023,5600,3800,4400,7600,Ninguna,Ninguno,2100,3000,800,1100,1700,3900,Sí,No,900,No,Ninguno,No,2
72514,493,2024,4900,12700,4200,3100,Débito,Ninguno,1600,1800,600,2400,1700,5500,No,Sí,1000,No,Ninguno,No,0
82999,493,2025,11800,2800,4600,5700,Ninguna,BBVA,3300,1700,1500,2400,2000,7000,Sí,Sí,800,No,Ninguno,No,0
63225,493,2026,2100,2800,4800,3500,Ninguna,BBVA,4000,1400,500,1800,1500,4900,Sí,No,1100,No,Ninguno,No,2
73428,494,2023,6500,500,3500,700,Débito,Ninguno,3300,1400,400,700,1200,8100,Sí,No,400,Sí,Tarjeta,Sí,2
19766,494,2024,3300,7700,4300,5500,Ninguna,Ninguno,2200,2400,1100,3000,2300,4400,No,No,2800,Sí,Ninguno,No,1
91204,494,2025,6900,4700,6000,1400,Ninguna,Ninguno,2200,1300,1400,1200,500,3200,Sí,No,1600,No,Ninguno,No,0
69795,494,2026,2300,9200,5800,6800,Ambas,Ninguno,3500,900,1300,1700,1500,2700,No,No,2000,No,Ninguno,No,0
54139,495,2023,11500,10100,3200,5200,Ambas,Banorte,2700,1800,600,500,1700,5100,No,Sí,400,Sí,Ninguno,No,3
50339,495,2024,9000,5100,5300,4300,Ninguna,Ninguno,2400,700,2000,3200,600,2000,No,No,3100,No,Ninguno,No,0
41542,495,2025,15000,10300,3800,5600,Ninguna,BBVA,3500,600,500,3200,1600,4000,No,No,2600,No,Ninguno,No,0
44325,495,2026,7900,1100,3900,1200,Débito,Ninguno,2100,700,500,1300,200,2300,Sí,No,4400,No,Ninguno,No,2
61411,496,2023,4500,10100,4400,3700,Ambas,Ninguno,3800,2300,800,1500,2100,4500,Sí,Sí,1900,No,Ninguno,No,0
99401,496,2024,4900,15900,4700,11200,Ninguna,Ninguno,4600,1200,500,300,700,5500,No,No,2000,No,Ninguno,Sí,2
93043,496,2025,14600,800,4700,7700,Ninguna,Ninguno,1600,2600,1900,3000,1500,1900,No,No,1600,No,Ninguno,Sí,0
94462,496,2026,1500,15400,4900,2600,Débito,BBVA,2800,3200,1400,1700,1400,1400,No,Sí,3300,No,Ninguno,No,2
39846,497,2023,3600,6000,3400,1800,Ninguna,Ninguno,2900,400,400,1500,2300,2200,No,Sí,100,No,Ninguno,No,1
66449,497,2024,8700,4200,4800,4300,Ambas,Ninguno,5600,2200,700,2000,1000,7200,Sí,No,1800,No,Ninguno,Sí,0
95135,497,2025,4800,2100,5300,1200,Ninguna,Ninguno,4900,800,1500,800,1500,2800,Sí,No,3800,No,Ninguno,No,2
68181,497,2026,10600,7600,5100,1500,Ninguna,Ninguno,2600,1100,500,2500,300,4800,No,No,1300,No,Ninguno,No,0
26497,498,2023,5000,1500,4100,3100,Débito,Banorte,1600,1400,800,2200,1300,1500,Sí,Sí,1900,Sí,Tarjeta,No,0
30467,498,2024,15200,10000,4700,1100,Ambas,Ninguno,2800,1900,1400,2400,1900,3100,No,No,1300,No,Ninguno,Sí,2
41379,498,2025,10700,16800,6100,5100,Ninguna,BBVA,4500,1000,700,1500,300,2800,Sí,No,1200,Sí,Ninguno,No,0
96494,498,2026,6600,2500,4700,2100,Ninguna,BanBajío,1800,1500,400,2700,1900,4500,No,Sí,1600,Sí,Tarjeta,Sí,0
16458,499,2023,5100,2600,5700,5600,Ninguna,Ninguno,3000,1800,900,3400,1000,7500,Sí,No,2100,Sí,Tarjeta,No,0
79364,499,2024,9600,8200,4600,3600,Ambas,Banamex,3400,2000,1400,3700,2000,6100,Sí,No,3700,Sí,Tarjeta,Sí,1
85844,499,2025,2900,2600,3800,500,Ninguna,Ninguno,3600,1500,1500,1000,1300,8200,Sí,No,1100,No,Ninguno,No,1
89583,499,2026,7000,2500,3200,3500,Ninguna,Ninguno,2700,1600,800,2900,1300,4700,No,No,2500,No,Ninguno,No,0
18154,500,2023,7100,3500,5800,7600,Ninguna,BanBajío,3100,1100,600,2700,1100,3800,Sí,No,1100,No,Ninguno,No,0
63676,500,2024,7300,4600,5200,5300,Ninguna,Ninguno,3200,700,500,2400,2000,6900,Sí,No,1400,No,Ninguno,No,0
75981,500,2025,11400,6300,4800,2800,Ninguna,Santander,3000,3300,900,1000,1500,4900,No,Sí,500,No,Ninguno,No,3
37009,500,2026,9700,600,4700,8700,Ninguna,Ninguno,1800,2400,500,3100,1900,5500,No,Sí,800,No,Ninguno,No,1
92294,501,2023,10900,3600,5800,7000,Ninguna,Ninguno,2900,1700,500,2500,1600,4800,No,No,700,No,Ninguno,No,2
19455,501,2024,6400,11900,4200,6400,Ambas,Santander,4100,2800,1100,1300,600,2800,No,Sí,2500,No,Ninguno,No,0
51109,501,2025,14700,4200,4800,8300,Débito,Banorte,4000,1100,900,600,1300,4100,No,No,1700,Sí,Personal,Sí,1
82352,501,2026,12200,700,6700,1500,Ninguna,Ninguno,5600,3200,1400,3800,1600,3000,No,No,400,Sí,Ninguno,No,2
42269,502,2023,17000,2500,4700,2200,Ninguna,Ninguno,3000,900,1600,900,2000,4900,No,No,1000,Sí,Tarjeta,No,0
11242,502,2024,3700,1200,6400,9400,Ninguna,BBVA,3800,1200,400,2400,600,3300,Sí,No,700,No,Ninguno,No,1
18018,502,2025,9100,13000,4800,1700,Ninguna,HSBC,4700,1100,500,1400,2100,3200,Sí,No,1900,No,Ninguno,No,2
13049,502,2026,1100,1900,4900,2100,Débito,Banorte,4300,2100,1700,400,1200,5700,No,No,1100,No,Ninguno,No,3
71560,503,2023,13700,6600,4800,4600,Ambas,BBVA,2000,3100,1500,900,1500,3400,No,No,1400,No,Ninguno,Sí,0
11267,503,2024,6500,1200,5400,1100,Débito,BBVA,4500,1300,900,1300,1100,5800,Sí,No,800,Sí,Personal,No,0
54907,503,2025,14500,6100,5100,2200,Débito,BBVA,1600,2800,1900,2500,1500,2500,No,No,2900,No,Ninguno,No,1
72380,503,2026,11700,3600,6000,2300,Débito,Banorte,2500,2100,1000,1600,800,3500,Sí,No,300,No,Ninguno,No,0
25302,504,2023,16100,11200,4400,8100,Débito,Ninguno,4900,1000,1500,2800,2100,2100,Sí,No,2000,Sí,Ninguno,No,0
30923,504,2024,9800,3600,4700,2900,Ambas,Santander,4300,1700,400,600,900,5300,No,No,700,No,Ninguno,No,0
56924,504,2025,4500,7200,3200,900,Ninguna,Ninguno,2200,2200,1300,1500,800,3000,No,Sí,1700,No,Ninguno,No,0
33968,504,2026,9400,14800,6400,3500,Ninguna,Ninguno,3400,1400,700,400,2400,2500,No,Sí,800,No,Ninguno,No,1
61771,505,2023,23400,5700,5200,2400,Ninguna,Ninguno,2900,2400,1800,1200,600,6000,Sí,No,200,Sí,Tarjeta,No,0
55081,505,2024,7700,700,3800,600,Ninguna,Ninguno,3300,2400,1400,1900,2100,1700,No,No,1000,No,Ninguno,No,1
25989,505,2025,3600,13400,4700,1200,Ninguna,HSBC,1700,800,1300,2100,1100,4100,Sí,Sí,4000,No,Ninguno,No,1
17074,505,2026,7500,3200,5200,7100,Débito,BBVA,4000,1000,1100,1600,300,4300,No,No,1500,No,Ninguno,No,0
69412,506,2023,6400,3500,6300,7900,Débito,HSBC,3200,1500,1300,600,1400,4500,No,Sí,3000,Sí,Personal,No,2
80637,506,2024,9000,3500,4800,6600,Ninguna,Ninguno,4000,500,800,600,2700,3000,No,No,700,No,Ninguno,No,0
43211,506,2025,7300,6600,3700,3800,Débito,Ninguno,2100,2300,700,1400,300,5400,No,No,2200,No,Ninguno,No,0
30786,506,2026,11500,15100,5500,6300,Ninguna,Inbursa,4100,1800,1600,2300,2500,4500,No,No,2700,No,Ninguno,No,2
12304,507,2023,7900,11300,5500,2400,Ninguna,Santander,3200,1100,1800,1100,600,7400,No,No,3900,No,Ninguno,No,2
23694,507,2024,8100,2600,4000,7500,Ninguna,Santander,4500,1600,600,500,1600,5300,Sí,No,2400,Sí,Automotriz,Sí,0
90517,507,2025,12700,7700,5200,11300,Ninguna,Inbursa,4600,1200,1100,700,500,5800,Sí,No,2900,No,Ninguno,No,1
23092,507,2026,69900,40900,14900,14400,Ninguna,BanBajío,3400,1100,800,1500,2600,5000,Sí,Sí,2700,No,Ninguno,No,1
34719,508,2023,2600,13700,3700,10100,Débito,Ninguno,4900,1300,1000,2700,300,4700,No,No,600,No,Ninguno,No,0
75192,508,2024,6100,6700,4400,2400,Ninguna,Santander,2400,1300,2000,2300,600,5100,No,No,1600,No,Ninguno,No,2
13476,508,2025,8900,11400,6500,7300,Ninguna,Ninguno,5200,1500,900,700,1700,6700,No,Sí,1200,No,Ninguno,Sí,0
89259,508,2026,85200,101700,33800,33100,Ambas,Banamex,2100,1200,1900,3600,400,3400,Sí,Sí,8900,Sí,Tarjeta,No,3
15011,509,2023,7400,7400,4500,4800,Ninguna,Ninguno,3500,1300,1500,1900,900,3900,Sí,No,2000,Sí,Ninguno,No,3
78506,509,2024,7500,11500,5300,3500,Ninguna,Ninguno,2000,2700,1600,2000,2700,3400,No,Sí,300,Sí,Hipotecario,No,2
20817,509,2025,111800,37900,13400,14200,Débito,Santander,2000,1200,400,1600,400,3300,No,No,13700,No,Ninguno,No,1
92051,509,2026,3600,6700,5500,3800,Débito,Ninguno,3500,2200,1500,1300,900,3500,Sí,No,3100,No,Ninguno,Sí,2
80482,510,2023,4800,4200,3800,6300,Débito,Ninguno,2200,900,800,2700,2200,5400,Sí,No,2400,No,Ninguno,No,2
73530,510,2024,2700,6300,4100,3200,Ninguna,BBVA,2300,2600,1200,1100,500,5100,No,No,2600,Sí,Ninguno,No,1
91915,510,2025,5900,1600,4200,7600,Débito,Ninguno,3700,1600,300,2800,1000,1900,No,No,4700,Sí,Tarjeta,No,2
38299,510,2026,4300,500,4600,6200,Ninguna,Santander,3300,1400,2100,2800,2200,4500,No,No,2700,No,Ninguno,No,0
30346,511,2023,14600,4500,5000,5500,Débito,BanBajío,1600,1900,800,700,700,5600,No,Sí,2900,No,Ninguno,No,0
88945,511,2024,3900,300,4000,3600,Ninguna,Ninguno,1600,2300,1200,2000,1200,2700,Sí,Sí,3400,Sí,Personal,No,0
50295,511,2025,7800,2400,4200,5800,Ninguna,Ninguno,2200,2000,1500,500,1300,4100,No,No,2400,No,Ninguno,No,0
54196,511,2026,7600,6300,5400,5100,Débito,Ninguno,1700,1900,900,3300,1500,5200,Sí,No,1600,No,Ninguno,No,1
